constituency_number,constituency_name,serial_number,candidate_name,party,evm_votes,postal_votes,total_votes,vote_percentage,constituency_name_freq,party_freq
160.0,DHORAIYA,9.0,missing,None of the Above,3017.0,8.0,3025.0,1.37,0.0031479538300104933,0.08499475341028331
181.0,DIGHA,6.0,missing,The Plurals Party,465.0,1.0,466.0,0.24,0.004197271773347324,0.0062959076600209865
227.0,IMAMGANJ,6.0,missing,Independent,2312.0,1.0,2313.0,1.12,0.0027981811822315496,0.3235396991955229
181.0,DIGHA,9.0,missing,Jagrook Janta Party,635.0,1.0,636.0,0.32,0.004197271773347324,0.013990905911157748
81.0,ALINAGAR,3.0,missing,Rashtriya Janata Dal,72639.0,546.0,73185.0,42.27,0.004547044421126268,0.050017488632388946
215.0,KURTHA,9.0,missing,Independent,1200.0,1.0,1201.0,0.72,0.004896817068905212,0.3235396991955229
179.0,BARH,13.0,missing,None of the Above,3627.0,4.0,3631.0,1.92,0.004547044421126268,0.08499475341028331
189.0,MASAURHI,8.0,missing,Independent,1942.0,0.0,1942.0,0.86,0.003497726477789437,0.3235396991955229
208.0,SASARAM,2.0,missing,Bahujan Samaj Party,10177.0,84.0,10261.0,4.64,0.008044770898915705,0.06330884924798881
160.0,DHORAIYA,1.0,missing,Bahujan Samaj Party,1863.0,3.0,1866.0,0.85,0.0031479538300104933,0.06330884924798881
171.0,ASTHAWAN,5.0,missing,Jan Suraaj Party,15874.0,88.0,15962.0,9.19,0.0027981811822315496,0.0832458901713886
198.0,SHAHPUR,6.0,missing,Gondvana Gantantra Party,231.0,4.0,235.0,0.13,0.004197271773347324,0.0013990905911157748
183.0,KUMHRAR,2.0,missing,Bahujan Samaj Party,668.0,0.0,668.0,0.39,0.004896817068905212,0.06330884924798881
225.0,GURUA,8.0,missing,Jan Suraaj Party,4348.0,52.0,4400.0,2.16,0.004896817068905212,0.0832458901713886
163.0,BELHAR,9.0,missing,Independent,534.0,0.0,534.0,0.23,0.005596362364463099,0.3235396991955229
113.0,EKMA,10.0,missing,Independent,1600.0,0.0,1600.0,0.94,0.0038474991255683807,0.3235396991955229
44.0,TRIVENIGANJ,1.0,missing,Bahujan Samaj Party,3957.0,8.0,3965.0,1.79,0.002098635886673662,0.06330884924798881
234.0,WAZIRGANJ,10.0,missing,Independent,2251.0,0.0,2251.0,1.07,0.004547044421126268,0.3235396991955229
210.0,DINARA,3.0,missing,Rashtriya Janata Dal,67225.0,279.0,67504.0,36.09,0.004547044421126268,0.050017488632388946
23.0,RIGA,1.0,missing,Indian National Congress,83975.0,293.0,84268.0,38.84,0.0038474991255683807,0.021336131514515563
235.0,RAJAULI,11.0,missing,Independent,2119.0,1.0,2120.0,1.06,0.004197271773347324,0.3235396991955229
138.0,BIBHUTIPUR,9.0,missing,Independent,713.0,0.0,713.0,0.36,0.005246589716684155,0.3235396991955229
230.0,GAYA TOWN,4.0,missing,Bahujan Samaj Party,722.0,2.0,724.0,0.43,0.008044770898915705,0.06330884924798881
206.0,CHAINPUR,14.0,missing,Jan Suraaj Party,6820.0,57.0,6877.0,3.0,0.008044770898915705,0.0832458901713886
175.0,HILSA,11.0,missing,None of the Above,3849.0,4.0,3853.0,2.0,0.0038474991255683807,0.08499475341028331
110.0,BARHARIA,2.0,missing,Janata Dal (United),93481.0,119.0,93600.0,47.51,0.004197271773347324,0.035327037425673315
40.0,LAUKAHA,1.0,missing,Bahujan Samaj Party,2094.0,3.0,2097.0,0.91,0.004896817068905212,0.06330884924798881
58.0,KASBA,6.0,missing,Peoples Party of India (Democratic),452.0,0.0,452.0,0.19,0.004896817068905212,0.00944386149003148
49.0,ARARIA,10.0,missing,Independent,4002.0,83.0,4085.0,1.69,0.0038474991255683807,0.3235396991955229
62.0,PURNIA,10.0,missing,None of the Above,1434.0,2.0,1436.0,0.62,0.003497726477789437,0.08499475341028331
193.0,BARHARA,4.0,missing,Jan Suraaj Party,3101.0,88.0,3189.0,1.75,0.004896817068905212,0.0832458901713886
46.0,NARPATGANJ,4.0,missing,Bhartiya Lok Chetna Party,290.0,0.0,290.0,0.12,0.005596362364463099,0.005246589716684155
135.0,MORWA,3.0,missing,Janata Dal (United),68969.0,130.0,69099.0,35.13,0.003497726477789437,0.035327037425673315
77.0,MAHISHI,15.0,missing,None of the Above,6668.0,3.0,6671.0,3.29,0.005246589716684155,0.08499475341028331
42.0,PIPRA,3.0,missing,Janata Dal (United),106641.0,400.0,107041.0,48.0,0.009094088842252535,0.035327037425673315
67.0,MANIHARI,4.0,missing,Rashtriya Lok Janshakti Party,3759.0,2.0,3761.0,1.58,0.0027981811822315496,0.012591815320041973
241.0,JAMUI,3.0,missing,Aam Aadmi Party,1393.0,3.0,1396.0,0.64,0.004547044421126268,0.029031129765652326
138.0,BIBHUTIPUR,8.0,missing,Independent,956.0,1.0,957.0,0.49,0.005246589716684155,0.3235396991955229
31.0,HARLAKHI,4.0,missing,Communist Party of India,49006.0,244.0,49250.0,26.85,0.0038474991255683807,0.0031479538300104933
63.0,KATIHAR,2.0,missing,Aam Aadmi Party,1066.0,6.0,1072.0,0.54,0.004197271773347324,0.029031129765652326
207.0,CHENARI,15.0,missing,Independent,2006.0,0.0,2006.0,0.97,0.005596362364463099,0.3235396991955229
96.0,BARURAJ,9.0,missing,Independent,4854.0,3.0,4857.0,2.36,0.004547044421126268,0.3235396991955229
59.0,BANMANKHI,2.0,missing,Indian National Congress,77053.0,145.0,77198.0,36.09,0.002098635886673662,0.021336131514515563
121.0,PARSA,4.0,missing,Bahujan Samaj Party,2520.0,20.0,2540.0,1.4,0.004547044421126268,0.06330884924798881
108.0,RAGHUNATHPUR,1.0,missing,Rashtriya Janata Dal,88123.0,155.0,88278.0,48.81,0.0027981811822315496,0.050017488632388946
124.0,LALGANJ,10.0,missing,Independent,2143.0,5.0,2148.0,0.89,0.0038474991255683807,0.3235396991955229
42.0,PIPRA,8.0,missing,Samata Party,1245.0,1.0,1246.0,0.56,0.009094088842252535,0.00664568030779993
56.0,AMOUR,2.0,missing,Aam Aadmi Party,2310.0,0.0,2310.0,1.0,0.003497726477789437,0.029031129765652326
24.0,BATHNAHA,12.0,missing,None of the Above,3800.0,7.0,3807.0,1.77,0.004197271773347324,0.08499475341028331
177.0,HARNAUT,2.0,missing,Aam Aadmi Party,2384.0,3.0,2387.0,1.24,0.004197271773347324,0.029031129765652326
126.0,MAHUA,1.0,missing,Rashtriya Janata Dal,42406.0,238.0,42644.0,20.18,0.005596362364463099,0.050017488632388946
182.0,BANKIPUR,9.0,missing,Independent,545.0,1.0,546.0,0.35,0.003497726477789437,0.3235396991955229
6.0,NAUTAN,5.0,missing,Nationalist Congress Party,268.0,2.0,270.0,0.13,0.004197271773347324,0.005246589716684155
196.0,TARARI,5.0,missing,Socialist Party (India),122.0,0.0,122.0,0.06,0.005596362364463099,0.0027981811822315496
79.0,GAURA BAURAM,9.0,missing,Independent,349.0,1.0,350.0,0.21,0.004547044421126268,0.3235396991955229
228.0,BARACHATTI,7.0,missing,Peoples Party of India (Democratic),2658.0,3.0,2661.0,1.17,0.004197271773347324,0.00944386149003148
154.0,PIRPAINTI,5.0,missing,Jan Suraaj Party,5601.0,43.0,5644.0,2.28,0.0038474991255683807,0.0832458901713886
165.0,MUNGER,9.0,missing,Independent,529.0,1.0,530.0,0.25,0.004197271773347324,0.3235396991955229
98.0,SAHEBGANJ,1.0,missing,Rashtriya Janata Dal,92473.0,327.0,92800.0,42.27,0.004896817068905212,0.050017488632388946
128.0,RAGHOPUR,3.0,missing,Bharatiya Janata Party,103520.0,545.0,104065.0,43.64,0.004896817068905212,0.035327037425673315
128.0,RAGHOPUR,13.0,missing,Independent,1039.0,0.0,1039.0,0.44,0.004896817068905212,0.3235396991955229
100.0,BARAULI,2.0,missing,Janata Dal (United),88339.0,318.0,88657.0,45.66,0.003497726477789437,0.035327037425673315
206.0,CHAINPUR,20.0,missing,Independent,1150.0,2.0,1152.0,0.5,0.008044770898915705,0.3235396991955229
209.0,KARGAHAR,8.0,missing,Jan Suraaj Party,16208.0,90.0,16298.0,7.42,0.004547044421126268,0.0832458901713886
179.0,BARH,8.0,missing,Independent,284.0,1.0,285.0,0.15,0.004547044421126268,0.3235396991955229
41.0,NIRMALI,8.0,missing,Independent,2983.0,9.0,2992.0,1.34,0.0031479538300104933,0.3235396991955229
148.0,ALAULI,1.0,missing,Bahujan Samaj Party,3066.0,7.0,3073.0,1.71,0.002098635886673662,0.06330884924798881
21.0,DHAKA,1.0,missing,Bharatiya Janata Party,112198.0,351.0,112549.0,45.64,0.0038474991255683807,0.035327037425673315
192.0,SANDESH,1.0,missing,Rashtriya Janata Dal,80108.0,463.0,80571.0,43.97,0.004197271773347324,0.050017488632388946
226.0,SHERGHATI,4.0,missing,Moulik Adhikar Party,1534.0,1.0,1535.0,0.76,0.005246589716684155,0.0003497726477789437
32.0,BENIPATTI,5.0,missing,Aam Janta Pragati Party,434.0,1.0,435.0,0.25,0.004197271773347324,0.0031479538300104933
190.0,PALIGANJ,14.0,missing,Independent,3354.0,0.0,3354.0,1.84,0.005246589716684155,0.3235396991955229
226.0,SHERGHATI,13.0,missing,Independent,1258.0,1.0,1259.0,0.62,0.005246589716684155,0.3235396991955229
68.0,BARARI,4.0,missing,Jan Suraaj Party,3007.0,19.0,3026.0,1.32,0.005246589716684155,0.0832458901713886
205.0,BHABUA,6.0,missing,Jan Suraaj Party,6665.0,110.0,6775.0,3.51,0.0031479538300104933,0.0832458901713886
97.0,PAROO,5.0,missing,Jan Suraaj Party,6771.0,54.0,6825.0,2.99,0.0038474991255683807,0.0832458901713886
109.0,DARAUNDA,2.0,missing,Bharatiya Janata Party,86880.0,167.0,87047.0,47.02,0.0027981811822315496,0.035327037425673315
27.0,BAJPATTI,3.0,missing,Aam Aadmi Party,1387.0,2.0,1389.0,0.63,0.004896817068905212,0.029031129765652326
173.0,RAJGIR,7.0,missing,Independent,3245.0,4.0,3249.0,1.74,0.0027981811822315496,0.3235396991955229
223.0,AURANGABAD,7.0,missing,Independent,198.0,0.0,198.0,0.1,0.005596362364463099,0.3235396991955229
237.0,NAWADA,4.0,missing,Bhartiya Lok Chetna Party,3087.0,24.0,3111.0,1.54,0.004547044421126268,0.005246589716684155
2.0,RAMNAGAR,7.0,missing,Independent,1842.0,0.0,1842.0,0.87,0.0031479538300104933,0.3235396991955229
2.0,RAMNAGAR,5.0,missing,Nationalist Congress Party,613.0,5.0,618.0,0.29,0.0031479538300104933,0.005246589716684155
155.0,KAHALGAON,4.0,missing,Janata Dal (United),130589.0,178.0,130767.0,51.9,0.004896817068905212,0.035327037425673315
160.0,DHORAIYA,5.0,missing,Rashtriya Jansambhavna Party,1752.0,2.0,1754.0,0.79,0.0031479538300104933,0.017488632388947184
112.0,MAHARAJGANJ,8.0,missing,Independent,706.0,0.0,706.0,0.38,0.004547044421126268,0.3235396991955229
78.0,KUSHESHWAR ASTHAN,4.0,missing,Jan Suraaj Party,6458.0,30.0,6488.0,3.96,0.0038474991255683807,0.0832458901713886
75.0,SAHARSA,6.0,missing,Rashtriya Samaj Paksha,855.0,2.0,857.0,0.33,0.0038474991255683807,0.001049317943336831
199.0,BRAHAMPUR,6.0,missing,Independent,1908.0,24.0,1932.0,0.94,0.0031479538300104933,0.3235396991955229
226.0,SHERGHATI,8.0,missing,Swaraj Party (Loktantrik),771.0,3.0,774.0,0.38,0.005246589716684155,0.0013990905911157748
55.0,KOCHADHAMAN,6.0,missing,Independent,2187.0,1.0,2188.0,1.13,0.002448408534452606,0.3235396991955229
32.0,BENIPATTI,12.0,missing,None of the Above,2108.0,5.0,2113.0,1.21,0.004197271773347324,0.08499475341028331
138.0,BIBHUTIPUR,5.0,missing,Janshakti Janta Dal,1515.0,3.0,1518.0,0.77,0.005246589716684155,0.015739769150052464
84.0,HAYAGHAT,4.0,missing,Communist Party of India (Marxist),64951.0,432.0,65383.0,38.68,0.004896817068905212,0.0013990905911157748
121.0,PARSA,3.0,missing,Aam Aadmi Party,1976.0,1.0,1977.0,1.09,0.004547044421126268,0.029031129765652326
117.0,MARHAURA,5.0,missing,Rashtriya Jansambhavna Party,2816.0,4.0,2820.0,1.57,0.003497726477789437,0.017488632388947184
31.0,HARLAKHI,11.0,missing,None of the Above,6970.0,8.0,6978.0,3.8,0.0038474991255683807,0.08499475341028331
26.0,SURSAND,11.0,missing,Independent,1044.0,1.0,1045.0,0.5,0.004197271773347324,0.3235396991955229
131.0,KALYANPUR,9.0,missing,None of the Above,8624.0,10.0,8634.0,3.6,0.007345225603357817,0.08499475341028331
222.0,KUTUMBA,6.0,missing,Hindustani Awam Morcha (Secular),84465.0,262.0,84727.0,48.79,0.004197271773347324,0.002098635886673662
95.0,KANTI,5.0,missing,Aazad Samaj Party (Kanshi Ram),2584.0,10.0,2594.0,1.12,0.004896817068905212,0.0062959076600209865
97.0,PAROO,11.0,missing,None of the Above,2699.0,2.0,2701.0,1.18,0.0038474991255683807,0.08499475341028331
195.0,AGIAON,2.0,missing,Bahujan Samaj Party,1424.0,16.0,1440.0,0.94,0.003497726477789437,0.06330884924798881
57.0,BAISI,5.0,missing,Peace Party,2444.0,0.0,2444.0,1.09,0.0027981811822315496,0.0017488632388947185
69.0,KORHA,1.0,missing,Bharatiya Janata Party,123375.0,120.0,123495.0,51.82,0.0031479538300104933,0.035327037425673315
185.0,FATUHA,12.0,missing,Independent,4801.0,1.0,4802.0,2.42,0.004547044421126268,0.3235396991955229
178.0,MOKAMA,8.0,missing,Independent,830.0,2.0,832.0,0.45,0.0031479538300104933,0.3235396991955229
121.0,PARSA,9.0,missing,Bhartiya Lok Chetna Party,593.0,1.0,594.0,0.33,0.004547044421126268,0.005246589716684155
126.0,MAHUA,10.0,missing,Socialist Unity Centre Of India (COMMUNIST),558.0,2.0,560.0,0.26,0.005596362364463099,0.012591815320041973
50.0,JOKIHAT,6.0,missing,All India Majlis-E-Ittehadul Muslimeen,83634.0,103.0,83737.0,38.52,0.0031479538300104933,0.009793634137810424
112.0,MAHARAJGANJ,4.0,missing,Bharat Ka Kisan Majdoor Party,1658.0,1.0,1659.0,0.88,0.004547044421126268,0.0003497726477789437
88.0,GAIGHAT,5.0,missing,Janshakti Janta Dal,1223.0,3.0,1226.0,0.55,0.0031479538300104933,0.015739769150052464
121.0,PARSA,7.0,missing,"Proutist Bloc, India",924.0,0.0,924.0,0.51,0.004547044421126268,0.0031479538300104933
4.0,BAGAHA,7.0,missing,Independent,4231.0,8.0,4239.0,1.88,0.0027981811822315496,0.3235396991955229
169.0,SHEIKHPURA,5.0,missing,Jan Suraaj Party,4156.0,28.0,4184.0,2.56,0.003497726477789437,0.0832458901713886
58.0,KASBA,3.0,missing,Aam Aadmi Party,1092.0,2.0,1094.0,0.46,0.004896817068905212,0.029031129765652326
215.0,KURTHA,11.0,missing,Independent,1639.0,3.0,1642.0,0.99,0.004896817068905212,0.3235396991955229
224.0,RAFIGANJ,7.0,missing,Jan Suraaj Party,3008.0,21.0,3029.0,1.35,0.004547044421126268,0.0832458901713886
62.0,PURNIA,4.0,missing,Bharatiya Janata Party,127340.0,274.0,127614.0,54.79,0.003497726477789437,0.035327037425673315
156.0,BHAGALPUR,9.0,missing,Independent,291.0,0.0,291.0,0.15,0.004547044421126268,0.3235396991955229
220.0,OBRA,2.0,missing,Lok Janshakti Party (Ram Vilas),91177.0,461.0,91638.0,44.83,0.00664568030779993,0.009793634137810424
164.0,TARAPUR,1.0,missing,Rashtriya Janata Dal,76379.0,258.0,76637.0,35.52,0.004896817068905212,0.050017488632388946
196.0,TARARI,2.0,missing,Bharatiya Janata Party,96310.0,577.0,96887.0,49.59,0.005596362364463099,0.035327037425673315
219.0,GOH,10.0,missing,Independent,922.0,0.0,922.0,0.44,0.004197271773347324,0.3235396991955229
125.0,VAISHALI,12.0,missing,Independent,3163.0,11.0,3174.0,1.34,0.004896817068905212,0.3235396991955229
221.0,NABINAGAR,7.0,missing,Suheldev Bharatiya Samaj Party,2333.0,3.0,2336.0,1.23,0.003497726477789437,0.00944386149003148
191.0,BIKRAM,9.0,missing,Independent,1924.0,2.0,1926.0,0.89,0.0038474991255683807,0.3235396991955229
179.0,BARH,1.0,missing,Rashtriya Janata Dal,74494.0,139.0,74633.0,39.41,0.004547044421126268,0.050017488632388946
118.0,CHAPRA,10.0,missing,Independent,2024.0,2.0,2026.0,1.07,0.0038474991255683807,0.3235396991955229
185.0,FATUHA,4.0,missing,Jan Suraaj Party,8539.0,59.0,8598.0,4.34,0.004547044421126268,0.0832458901713886
137.0,MOHIUDDINNAGAR,7.0,missing,Jan Suraaj Party,4373.0,41.0,4414.0,2.41,0.004547044421126268,0.0832458901713886
189.0,MASAURHI,5.0,missing,Independent,1762.0,0.0,1762.0,0.78,0.003497726477789437,0.3235396991955229
112.0,MAHARAJGANJ,6.0,missing,Political Team India,2129.0,0.0,2129.0,1.13,0.004547044421126268,0.0003497726477789437
